NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT,STATUS_NIB_OSS,STATUS_NIB_CEISA,ID_CEISA,SOURCE
7947284639208.0,67.808.562.7-187.500,PT RAHMAWATI WINARNO,Gang HOS. Cokroaminoto No. 413,AKTIF,AKTIF,C000178,OSS_CEISA
6915594284347.0,95.527.636.5-564.729,PD SIHOMBING YULIARTI,Gg. Sukajadi No. 379,AKTIF,AKTIF,C000179,OSS_CEISA
9314386632270.0,26.728.857.4-489.061,PERUM ANDRIANI UTAMA PERSERO TBK,Jl. Kutai No. 043,AKTIF,AKTIF,C000180,OSS_CEISA
347175455884.0,50.615.939.9-824.558,PD WACANA HUTASOIT PERSERO TBK,Gg. Ciwastra No. 3,AKTIF,AKTIF,C000181,OSS_CEISA
7169472256996.0,11.253.554.4-964.759,PD PERMADI PERSERO TBK,Gg. Gardujati No. 99,AKTIF,AKTIF,C000182,OSS_CEISA
7622023413261.0,11.780.068.1-149.216,CV MANDASARI,Jalan Soekarno Hatta No. 410,AKTIF,AKTIF,C000183,OSS_CEISA
3347228200557.0,78.487.282.9-979.688,PD HASANAH,Gg. Ahmad Yani No. 524,AKTIF,AKTIF,C000184,OSS_CEISA
5783174564240.0,08.254.780.7-740.649,PT PRASASTA,Gang Sukajadi No. 208,AKTIF,AKTIF,C000185,OSS_CEISA
853686632663.0,41.638.944.8-463.122,PT PERTIWI TBK,Jl. Merdeka No. 0,AKTIF,AKTIF,C000186,OSS_CEISA
1797497350208.0,02.144.270.3-120.735,PERUM HASANAH,Jalan PHH. Mustofa No. 4,AKTIF,AKTIF,C000187,OSS_CEISA
4757051204618.0,72.346.013.6-730.371,CV ARDIANTO WASITA,Gg. KH Amin Jasuta No. 0,AKTIF,AKTIF,C000188,OSS_CEISA
3764520881474.0,35.031.365.0-249.163,PD LESTARI HALIM,Jalan Cihampelas No. 865,AKTIF,AKTIF,C000189,OSS_CEISA
979251327195.0,00.528.127.3-585.730,PT RAHAYU PURNAWATI PERSERO TBK,Jl. PHH. Mustofa No. 56,AKTIF,AKTIF,C000190,OSS_CEISA
5240778487392.0,85.574.982.1-827.448,CV PADMASARI KURNIAWAN,Jl. Cihampelas No. 56,AKTIF,AKTIF,C000191,OSS_CEISA
7086209593518.0,63.878.294.5-651.181,UD LAZUARDI ISWAHYUDI PERSERO TBK,Jl. Raya Ujungberung No. 135,AKTIF,AKTIF,C000192,OSS_CEISA
2203173109678.0,99.405.391.0-371.705,PD HARTATI,Gg. Dr. Djunjunan No. 100,AKTIF,AKTIF,C000193,OSS_CEISA
5094801413811.0,38.633.839.2-886.195,PT DAMANIK PERSERO TBK,Jalan Dipatiukur No. 10,AKTIF,AKTIF,C000194,OSS_CEISA
6122868528975.0,58.556.659.3-983.684,PT WIBOWO ZULAIKA TBK,Jalan K.H. Wahid Hasyim No. 47,AKTIF,AKTIF,C000195,OSS_CEISA
7760049082404.0,33.504.888.9-921.075,PD ZULKARNAIN TBK,Gg. Sukajadi No. 638,AKTIF,AKTIF,C000196,OSS_CEISA
2459334419693.0,15.727.919.4-096.105,UD PRATIWI MARDHIYAH TBK,Jalan Astana Anyar No. 93,AKTIF,AKTIF,C000197,OSS_CEISA
6613906048058.0,92.583.206.7-998.136,CV JANUAR PRAYOGA,Jalan Merdeka No. 6,AKTIF,AKTIF,C000198,OSS_CEISA
6225179086416.0,86.227.837.6-938.983,PERUM DABUKKE TBK,Gg. R.E Martadinata No. 27,AKTIF,AKTIF,C000199,OSS_CEISA
1465911665535.0,59.042.597.9-270.335,PERUM KUSWANDARI,Jalan Gegerkalong Hilir No. 25,AKTIF,AKTIF,C000200,OSS_CEISA
1103924051477.0,05.383.388.4-879.206,PT WAHYUDIN TBK,Gang Raya Ujungberung No. 267,AKTIF,AKTIF,C000201,OSS_CEISA
420439407016.0,45.104.636.8-157.981,PD SAMOSIR SIHOMBING,Jl. Joyoboyo No. 90,AKTIF,AKTIF,C000202,OSS_CEISA
3878003845762.0,05.554.384.0-460.843,PD MEGANTARA,Jl. Sentot Alibasa No. 21,AKTIF,AKTIF,C000203,OSS_CEISA
5621689363926.0,49.578.232.9-832.482,UD RAJASA,Jl. Sukajadi No. 62,AKTIF,AKTIF,C000204,OSS_CEISA
2925188125205.0,66.474.231.2-209.949,PD PERMATA,Gg. Ciumbuleuit No. 405,AKTIF,AKTIF,C000205,OSS_CEISA
9330517289752.0,67.722.330.6-046.333,PT PUDJIASTUTI ISWAHYUDI,Jalan Bangka Raya No. 2,AKTIF,AKTIF,C000206,OSS_CEISA
2797573660965.0,69.998.808.1-770.388,PD PUSPASARI NAMAGA,Gang Moch. Toha No. 069,AKTIF,AKTIF,C000207,OSS_CEISA
868034764472.0,64.908.277.1-812.982,UD WIJAYANTI,Jl. Astana Anyar No. 241,AKTIF,AKTIF,C000208,OSS_CEISA
6570279371452.0,11.175.186.8-926.860,PT YUNIAR TBK,Gang Soekarno Hatta No. 704,AKTIF,AKTIF,C000209,OSS_CEISA
5922220644742.0,12.309.407.7-780.973,CV WIDIASTUTI,Gg. R.E Martadinata No. 93,AKTIF,AKTIF,C000210,OSS_CEISA
9776719903849.0,83.022.050.2-099.451,PD SALAHUDIN HUTAPEA,Jl. Gedebage Selatan No. 22,AKTIF,AKTIF,C000211,OSS_CEISA
1622499982795.0,01.455.616.8-147.214,CV UTAMI MAULANA TBK,Jl. Sukajadi No. 6,AKTIF,AKTIF,C000212,OSS_CEISA
8683390198179.0,46.954.899.5-299.787,PT AGUSTINA MARYADI PERSERO TBK,Jl. Peta No. 5,AKTIF,AKTIF,C000213,OSS_CEISA
2934301071396.0,60.558.303.4-414.488,PT NATSIR SAEFULLAH TBK,Jalan Suniaraja No. 30,AKTIF,AKTIF,C000214,OSS_CEISA
155699023557.0,70.272.785.7-608.495,UD LESTARI PERSERO TBK,Gg. Cempaka No. 46,AKTIF,AKTIF,C000215,OSS_CEISA
395512405682.0,99.629.145.0-461.735,PT MULYANI PERSERO TBK,Gang HOS. Cokroaminoto No. 9,AKTIF,AKTIF,C000216,OSS_CEISA
4384215031780.0,78.235.784.5-218.230,PD HARDIANSYAH,Gg. Soekarno Hatta No. 86,AKTIF,AKTIF,C000217,OSS_CEISA
6810409157018.0,40.943.533.4-485.714,CV KUSMAWATI RAHMAWATI TBK,Gg. Dipatiukur No. 06,AKTIF,AKTIF,C000218,OSS_CEISA
2410988138585.0,42.493.214.9-587.020,UD YULIANTI WASITA,Gg. Gegerkalong Hilir No. 2,AKTIF,AKTIF,C000219,OSS_CEISA
160166299795.0,45.381.792.1-717.477,PD TAMPUBOLON HARYANTI TBK,Gang Tebet Barat Dalam No. 9,AKTIF,AKTIF,C000220,OSS_CEISA
3294562557701.0,71.577.245.9-928.161,UD KURNIAWAN TBK,Gang KH Amin Jasuta No. 44,AKTIF,AKTIF,C000221,OSS_CEISA
8148769639382.0,76.153.966.9-583.219,UD ZULAIKA MANDALA PERSERO TBK,Gang Veteran No. 60,AKTIF,AKTIF,C000222,OSS_CEISA
1997581724619.0,19.657.013.2-902.278,CV WAHYUNI PERSERO TBK,Gg. Gegerkalong Hilir No. 4,AKTIF,AKTIF,C000223,OSS_CEISA
6997335494651.0,90.986.240.5-800.851,PD SITOMPUL TBK,Gang Gedebage Selatan No. 09,AKTIF,AKTIF,C000224,OSS_CEISA
369656666832.0,72.386.562.4-220.102,PD HABIBI PERSERO TBK,Gg. Tubagus Ismail No. 7,AKTIF,AKTIF,C000225,OSS_CEISA
6212679692786.0,87.653.269.0-973.846,UD USADA HAKIM,Gang Laswi No. 927,AKTIF,AKTIF,C000226,OSS_CEISA
97519712847.0,81.891.371.8-949.058,PD WINARNO ARDIANTO PERSERO TBK,Jalan Raya Ujungberung No. 3,AKTIF,AKTIF,C000227,OSS_CEISA
7787956544209.0,49.407.929.0-490.471,PT WINARNO MARDHIYAH,Jl. Cihampelas No. 47,AKTIF,AKTIF,C000228,OSS_CEISA
8144294440192.0,92.752.437.2-805.129,CV WASKITA BUDIYANTO,Jl. Lembong No. 0,AKTIF,AKTIF,C000229,OSS_CEISA
7663723950410.0,27.674.783.6-674.286,PERUM HARDIANSYAH,Jl. Gardujati No. 76,AKTIF,AKTIF,C000230,OSS_CEISA
4765801856945.0,44.149.673.9-385.258,UD ANDRIANI,Jalan Veteran No. 891,AKTIF,AKTIF,C000231,OSS_CEISA
106181753443.0,00.910.939.1-119.269,UD NURDIYANTI PANGESTU,Gang Jamika No. 873,AKTIF,AKTIF,C000232,OSS_CEISA
1244717465421.0,40.665.044.2-717.396,PERUM WINARSIH,Jl. Monginsidi No. 143,AKTIF,AKTIF,C000233,OSS_CEISA
7128639174101.0,19.470.720.0-642.569,PT SIREGAR TARIHORAN,Jalan Dipenogoro No. 022,AKTIF,AKTIF,C000234,OSS_CEISA
8776618306719.0,85.546.015.8-517.432,UD NAJMUDIN PERSERO TBK,Gang Pasteur No. 76,AKTIF,AKTIF,C000235,OSS_CEISA
6346157173203.0,09.376.184.7-870.050,PERUM LAKSMIWATI PURNAWATI TBK,Gang Kendalsari No. 277,AKTIF,AKTIF,C000236,OSS_CEISA
613878293102.0,70.790.320.2-041.792,PT WASTUTI PERSERO TBK,Gg. Kapten Muslihat No. 3,AKTIF,AKTIF,C000237,OSS_CEISA
1179931365651.0,98.253.092.5-114.262,PT YUNIAR,Gang Jend. A. Yani No. 753,AKTIF,AKTIF,C000238,OSS_CEISA
8273902196207.0,10.021.946.7-232.487,PD PRAKASA HUTAPEA TBK,Jalan Yos Sudarso No. 51,AKTIF,AKTIF,C000239,OSS_CEISA
3290927914560.0,83.318.195.8-837.340,PT SUARTINI,Gg. Sadang Serang No. 03,AKTIF,AKTIF,C000240,OSS_CEISA
1277220054364.0,59.701.082.2-078.113,PD LATUPONO PERSERO TBK,Gg. Setiabudhi No. 4,AKTIF,AKTIF,C000241,OSS_CEISA
9956353153136.0,36.317.970.6-239.726,PT RAJASA SURYATMI PERSERO TBK,Gg. Lembong No. 35,AKTIF,AKTIF,C000242,OSS_CEISA
2735435209042.0,17.762.534.9-292.983,PERUM MAYASARI MANSUR TBK,Gg. Indragiri No. 82,AKTIF,AKTIF,C000243,OSS_CEISA
6873977406335.0,69.392.906.0-078.068,PERUM WINARNO TBK,Gang Sadang Serang No. 72,AKTIF,AKTIF,C000244,OSS_CEISA
7177318063254.0,31.074.279.9-077.262,PERUM USAMAH PERSERO TBK,Gg. Sentot Alibasa No. 2,AKTIF,AKTIF,C000245,OSS_CEISA
7016580464989.0,31.950.850.1-657.905,PERUM PERTIWI WIDIASTUTI TBK,Jalan M.T Haryono No. 062,AKTIF,AKTIF,C000246,OSS_CEISA
2818325381793.0,35.548.640.1-557.788,CV HALIM TBK,Gg. Cihampelas No. 983,AKTIF,AKTIF,C000247,OSS_CEISA
7884795137116.0,24.112.412.7-238.046,PD SIHOTANG PUSPASARI PERSERO TBK,Jalan Wonoayu No. 35,AKTIF,AKTIF,C000248,OSS_CEISA
7567043103856.0,95.579.887.7-492.424,CV MULYANI LAZUARDI,Gg. Pelajar Pejuang No. 4,AKTIF,AKTIF,C000249,OSS_CEISA
7540254729284.0,22.223.105.9-274.523,CV GUNARTO MANGUNSONG TBK,Gang Joyoboyo No. 5,AKTIF,AKTIF,C000250,OSS_CEISA
5525782841067.0,27.520.885.4-749.297,PERUM MANULLANG,Jalan Sentot Alibasa No. 355,AKTIF,AKTIF,C000251,OSS_CEISA
1702814069375.0,15.093.983.4-301.871,PT WINARSIH,Jalan H.J Maemunah No. 9,AKTIF,AKTIF,C000252,OSS_CEISA
6375998056265.0,65.045.547.8-137.674,PERUM SURYONO PERSERO TBK,Gang Cihampelas No. 35,AKTIF,AKTIF,C000253,OSS_CEISA
6629912347851.0,96.106.462.8-792.326,CV WINARSIH,Jalan Laswi No. 6,AKTIF,AKTIF,C000254,OSS_CEISA
8704947873002.0,44.714.627.3-014.719,PT HABIBI,Jalan Joyoboyo No. 466,AKTIF,AKTIF,C000255,OSS_CEISA
9796471589042.0,90.257.252.0-456.504,PERUM ARDIANTO,Jl. Setiabudhi No. 1,AKTIF,AKTIF,C000256,OSS_CEISA
8183219285544.0,51.895.202.8-457.652,PD WIJAYANTI DABUKKE TBK,Jl. Suniaraja No. 4,AKTIF,AKTIF,C000257,OSS_CEISA
3283389888167.0,11.207.545.2-798.524,PT GUNARTO ARDIANTO,Gg. Laswi No. 5,AKTIF,AKTIF,C000258,OSS_CEISA
1322342321611.0,07.603.108.9-071.401,PERUM RAMADAN NABABAN,Jl. M.H Thamrin No. 81,AKTIF,AKTIF,C000259,OSS_CEISA
119393250124.0,95.528.938.9-119.083,UD TAMBA MAHENDRA PERSERO TBK,Jalan Kebonjati No. 77,AKTIF,AKTIF,C000260,OSS_CEISA
4280138759271.0,25.663.836.1-517.182,UD ARYANI PERSERO TBK,Jalan Merdeka No. 6,AKTIF,AKTIF,C000261,OSS_CEISA
5480157164794.0,73.864.631.7-520.716,UD SAMOSIR LAKSITA PERSERO TBK,Gg. HOS. Cokroaminoto No. 3,AKTIF,AKTIF,C000262,OSS_CEISA
8112669121535.0,39.613.674.9-946.579,PERUM PRABOWO FIRGANTORO TBK,Gg. Suniaraja No. 942,AKTIF,AKTIF,C000263,OSS_CEISA
7842711477320.0,10.170.269.5-249.911,CV SUSANTI,Gg. Jamika No. 992,AKTIF,AKTIF,C000264,OSS_CEISA
7734778485880.0,06.167.567.7-002.842,UD UWAIS,Jl. M.T Haryono No. 67,AKTIF,AKTIF,C000265,OSS_CEISA
6246719788977.0,82.806.479.6-954.500,UD PRASTUTI PERSERO TBK,Gang Kutai No. 1,AKTIF,AKTIF,C000266,OSS_CEISA
2559056165565.0,03.334.911.4-152.085,PD LAKSMIWATI PERSERO TBK,Jalan Moch. Ramdan No. 843,AKTIF,AKTIF,C000267,OSS_CEISA
7698640790569.0,65.917.135.7-852.945,PD SITOMPUL LATUPONO,Gang Laswi No. 2,AKTIF,AKTIF,C000268,OSS_CEISA
3718344049639.0,19.195.419.8-763.514,CV USAMAH MULYANI,Jl. Jend. A. Yani No. 28,AKTIF,AKTIF,C000269,OSS_CEISA
4685366498782.0,08.297.374.8-969.083,PD SUDIATI HALIMAH,Jl. Tubagus Ismail No. 2,AKTIF,AKTIF,C000270,OSS_CEISA
,24.936.312.3-034.778,PERUM RAHAYU HIDAYAT PERSERO TBK,Jalan Dr. Djunjunan No. 388,AKTIF,AKTIF,C000271,OSS_CEISA
6032420448207.0,00.159.416.5-162.319,PERUM MARDHIYAH,Gg. Kapten Muslihat No. 980,AKTIF,AKTIF,C000272,OSS_CEISA
1898471391559.0,63.632.123.4-764.907,CV LAKSMIWATI WIBOWO TBK,Jalan Pasir Koja No. 31,AKTIF,AKTIF,C000273,OSS_CEISA
5158673425754.0,09.003.486.4-518.376,PT PERMATA,Gg. Suryakencana No. 565,AKTIF,AKTIF,C000274,OSS_CEISA
6441343275604.0,17.765.612.4-815.698,PERUM UTAMA SURYATMI TBK,Gg. M.H Thamrin No. 7,AKTIF,AKTIF,C000275,OSS_CEISA
7002720634591.0,12.382.965.7-724.295,PERUM SITUMORANG TBK,Jl. Cihampelas No. 2,AKTIF,AKTIF,C000276,OSS_CEISA
3165266930089.0,31.734.206.9-694.215,CV WIBISONO,Jl. Waringin No. 6,AKTIF,AKTIF,C000277,OSS_CEISA
9108677133344.0,76.263.934.3-626.204,PD WACANA,Jl. KH Amin Jasuta No. 70,AKTIF,AKTIF,C000278,OSS_CEISA
3973597107256.0,36.694.118.0-053.759,PERUM NARPATI WULANDARI,Jalan Suryakencana No. 214,AKTIF,AKTIF,C000279,OSS_CEISA
489646528092.0,42.875.721.5-862.415,PT ISWAHYUDI,Gang Pelajar Pejuang No. 937,AKTIF,AKTIF,C000280,OSS_CEISA
489646528092.0,42.875.721.5-862.415,PT ISWAHYUDI,Gang Pelajar Pejuang No. 937,AKTIF,AKTIF,C000280,OSS_CEISA
2745644948562.0,57.287.032.0-320.742,PERUM HIDAYANTO,Jalan Monginsidi No. 89,AKTIF,AKTIF,C000281,OSS_CEISA
6170758777121.0,51.342.284.9-939.089,PD ZULAIKA TBK,Jalan Pasirkoja No. 633,AKTIF,AKTIF,C000282,OSS_CEISA
6137150416591.0,52.017.774.9-050.975,CV SUWARNO PERSERO TBK,Jalan M.H Thamrin No. 755,AKTIF,AKTIF,C000283,OSS_CEISA
3045018961642.0,36.103.266.4-214.764,CV PERMADI SAPTONO,Jl. Pacuan Kuda No. 5,AKTIF,AKTIF,C000284,OSS_CEISA
5158377674996.0,16.592.661.0-857.327,PERUM GUNARTO,Gang Yos Sudarso No. 4,AKTIF,AKTIF,C000285,OSS_CEISA
8147617422438.0,64.908.108.1-866.179,PT NOVITASARI ANGGRAINI,Gg. Suniaraja No. 2,AKTIF,AKTIF,C000286,OSS_CEISA
5491801722601.0,64.597.794.5-232.194,CV WIBOWO,Gang Kendalsari No. 28,AKTIF,AKTIF,C000287,OSS_CEISA
6800610277697.0,49.956.412.2-031.030,CV MANDASARI TBK,Gang Siliwangi No. 47,AKTIF,AKTIF,C000288,OSS_CEISA
7236831472760.0,12.277.707.9-334.960,CV PUSPITA TBK,Jl. Jakarta No. 02,AKTIF,AKTIF,C000289,OSS_CEISA
166799840767.0,89.973.080.6-958.146,UD RAMADAN PURWANTI PERSERO TBK,Jl. Cikutra Barat No. 471,AKTIF,AKTIF,C000290,OSS_CEISA
1795760243757.0,38.395.972.4-665.729,UD DAMANIK TBK,Jalan Joyoboyo No. 8,AKTIF,AKTIF,C000291,OSS_CEISA
4172232971674.0,33.800.545.2-280.156,PT WIBOWO SUSANTI TBK,Jl. KH Amin Jasuta No. 69,AKTIF,AKTIF,C000292,OSS_CEISA
9318374550842.0,89.107.711.9-918.081,UD YOLANDA TBK,Gang Cempaka No. 98,AKTIF,AKTIF,C000293,OSS_CEISA
1352478712552.0,13.760.375.4-821.456,UD HUTAPEA PRANOWO,Jalan Dipenogoro No. 780,AKTIF,AKTIF,C000294,OSS_CEISA
3286326667850.0,72.081.155.6-260.602,PT YOLANDA WIBISONO,Jl. Peta No. 22,AKTIF,AKTIF,C000295,OSS_CEISA
8466845504892.0,67.389.975.6-341.085,PERUM SAPUTRA PUDJIASTUTI TBK,Gg. Medokan Ayu No. 9,AKTIF,AKTIF,C000296,OSS_CEISA
2884318848520.0,08.943.468.1-054.851,PT HANDAYANI SAMOSIR,Gang Jakarta No. 00,AKTIF,AKTIF,C000297,OSS_CEISA
1749075399893.0,54.492.683.1-589.357,PD SALAHUDIN ANGGRIAWAN TBK,Jl. M.H Thamrin No. 36,AKTIF,AKTIF,C000298,OSS_CEISA
2661106273715.0,86.988.649.7-677.622,UD HUTAPEA ANGGRAINI,Gang Suryakencana No. 8,AKTIF,AKTIF,C000299,OSS_CEISA
2772881377028.0,51.961.159.4-082.154,PT UYAINAH TBK,Gang Kebonjati No. 02,AKTIF,AKTIF,C000300,OSS_CEISA
4470229604432.0,70.185.106.7-949.756,CV FARIDA PERSERO TBK,Jl. Antapani Lama No. 35,AKTIF,AKTIF,C000301,OSS_CEISA
9228777251996.0,63.658.074.1-209.481,PT MAULANA PERSERO TBK,Jalan R.E Martadinata No. 23,AKTIF,AKTIF,C000302,OSS_CEISA
3989098378018.0,20.433.971.8-956.907,CV FIRMANSYAH NAPITUPULU TBK,Gg. Sukajadi No. 4,AKTIF,AKTIF,C000303,OSS_CEISA
5626085641118.0,24.224.124.6-209.520,PD UYAINAH TBK,Jalan Otto Iskandardinata No. 136,AKTIF,AKTIF,C000304,OSS_CEISA
4615265461033.0,99.378.861.4-057.861,CV ANGGRIAWAN GUNARTO TBK,Jalan Pacuan Kuda No. 719,AKTIF,AKTIF,C000305,OSS_CEISA
630489138249.0,67.183.258.2-386.870,CV LAKSITA,Gang Cempaka No. 3,AKTIF,AKTIF,C000306,OSS_CEISA
,98.402.891.4-161.284,PD PURWANTI SIHOMBING TBK,Gg. Raya Ujungberung No. 7,AKTIF,AKTIF,C000307,OSS_CEISA
3985547435537.0,95.020.970.0-268.768,PD SIHOMBING SAPTONO,Jalan KH Amin Jasuta No. 6,AKTIF,AKTIF,C000308,OSS_CEISA
1807156956201.0,75.370.304.5-319.433,PT WAHYUNI TBK,Jalan Kendalsari No. 56,AKTIF,AKTIF,C000309,OSS_CEISA
5047930361498.0,72.839.992.1-921.249,CV FIRMANSYAH PANGESTU,Jalan Dipenogoro No. 967,AKTIF,AKTIF,C000310,OSS_CEISA
8430894870605.0,66.418.775.8-030.468,CV YOLANDA,Gg. KH Amin Jasuta No. 586,AKTIF,AKTIF,C000311,OSS_CEISA
5063519036133.0,25.411.076.0-954.317,UD HUTAGALUNG,Jl. Moch. Ramdan No. 6,AKTIF,AKTIF,C000312,OSS_CEISA
5058319971791.0,10.065.120.7-049.611,PT UYAINAH PERMATA TBK,Jalan Jend. A. Yani No. 868,AKTIF,AKTIF,C000313,OSS_CEISA
8046619639907.0,67.699.150.7-859.311,PERUM SIMBOLON TBK,Gang Rungkut Industri No. 983,AKTIF,AKTIF,C000314,OSS_CEISA
9193928456797.0,23.200.249.6-854.982,PT FIRMANSYAH SURYONO PERSERO TBK,Jalan Rajawali Barat No. 350,AKTIF,AKTIF,C000315,OSS_CEISA
7495450892038.0,80.653.331.5-377.959,PT FIRGANTORO HARYANTI,Jl. Pasirkoja No. 93,AKTIF,AKTIF,C000316,OSS_CEISA
9465217073033.0,79.337.563.6-205.015,PT SIMBOLON LAKSMIWATI,Jalan Kutisari Selatan No. 4,AKTIF,AKTIF,C000317,OSS_CEISA
8124739500334.0,23.425.832.3-024.102,PD AGUSTINA PERSERO TBK,Gg. Cikapayang No. 80,AKTIF,AKTIF,C000318,OSS_CEISA
1534735528961.0,12.233.865.5-963.099,CV HARDIANSYAH WULANDARI,Jalan Merdeka No. 46,AKTIF,AKTIF,C000319,OSS_CEISA
1534735528961.0,12.233.865.5-963.099,CV HARDIANSYAH WULANDARI,Jalan Merdeka No. 46,AKTIF,AKTIF,C000319,OSS_CEISA
8425304289731.0,79.128.685.7-872.558,PERUM WACANA,Gg. S. Parman No. 22,AKTIF,AKTIF,C000320,OSS_CEISA
7749690333736.0,34.669.254.8-121.478,PERUM SUSANTI NOVITASARI,Jl. Pasteur No. 59,AKTIF,AKTIF,C000321,OSS_CEISA
3907895677665.0,75.460.273.4-151.488,UD SITUMORANG RIYANTI,Jalan Sentot Alibasa No. 7,AKTIF,AKTIF,C000322,OSS_CEISA
4311150835354.0,44.392.840.4-456.690,PT KUSUMO HABIBI,Gg. Antapani Lama No. 14,AKTIF,AKTIF,C000323,OSS_CEISA
8263337389877.0,51.536.637.7-805.292,CV PALASTRI NURDIYANTI,Jalan Otto Iskandardinata No. 698,AKTIF,AKTIF,C000324,OSS_CEISA
755366684590.0,90.225.999.9-663.618,PT HASTUTI PERSERO TBK,Gang Kapten Muslihat No. 5,AKTIF,AKTIF,C000325,OSS_CEISA
3715974121820.0,97.023.164.3-348.170,UD LAKSITA,Jl. S. Parman No. 80,AKTIF,AKTIF,C000326,OSS_CEISA
8025662128671.0,63.234.672.9-949.387,CV BUDIYANTO SITUMORANG TBK,Jalan S. Parman No. 04,AKTIF,AKTIF,C000327,OSS_CEISA
3027169385977.0,79.014.754.6-926.329,PD WAHYUNI PERSERO TBK,Jalan Veteran No. 926,AKTIF,AKTIF,C000328,OSS_CEISA
7629160324841.0,37.681.511.8-567.243,CV PRASTUTI NAMAGA,Gg. Ahmad Dahlan No. 629,AKTIF,AKTIF,C000329,OSS_CEISA
701765636004.0,12.577.711.8-372.742,UD MAULANA DABUKKE,Gang Rajawali Barat No. 42,AKTIF,AKTIF,C000330,OSS_CEISA
912418621042.0,75.230.837.0-816.470,PERUM PURNAWATI PERSERO TBK,Jl. Setiabudhi No. 728,AKTIF,AKTIF,C000331,OSS_CEISA
633533106005.0,31.312.206.8-155.839,CV NABABAN PRASETYO,Jalan Pasteur No. 33,AKTIF,AKTIF,C000332,OSS_CEISA
8661331552065.0,06.373.149.5-013.649,PD PRAYOGA TBK,Gg. Raya Setiabudhi No. 99,AKTIF,AKTIF,C000333,OSS_CEISA
1892419562525.0,71.509.976.8-389.030,PERUM NASYIAH WIDODO,Jalan Kebonjati No. 76,AKTIF,AKTIF,C000334,OSS_CEISA
4363910257432.0,63.039.752.4-508.640,PERUM MEGANTARA,Jalan S. Parman No. 298,AKTIF,AKTIF,C000335,OSS_CEISA
5533803396852.0,70.171.302.3-212.983,PD RAHAYU PANGESTU,Gg. Raya Ujungberung No. 2,AKTIF,AKTIF,C000336,OSS_CEISA
8167423362934.0,49.734.715.6-627.768,PERUM SURYATMI MANULLANG TBK,Jl. Rumah Sakit No. 2,AKTIF,AKTIF,C000337,OSS_CEISA
2706614982824.0,67.474.689.7-152.732,PD SUWARNO PERSERO TBK,Jl. Abdul Muis No. 4,AKTIF,AKTIF,C000338,OSS_CEISA
85766656749.0,16.016.923.6-458.750,CV PRATAMA RAHMAWATI TBK,Gang Ciwastra No. 9,AKTIF,AKTIF,C000339,OSS_CEISA
6337050249724.0,39.920.116.6-918.362,PT NASHIRUDDIN MAULANA,Jalan Ir. H. Djuanda No. 994,AKTIF,AKTIF,C000340,OSS_CEISA
4488694611952.0,43.640.270.1-168.646,UD SURYATMI WIJAYANTI,Gang BKR No. 455,AKTIF,AKTIF,C000341,OSS_CEISA
2522372817932.0,30.234.679.1-214.161,CV MAHESWARA SAEFULLAH TBK,Jl. Kendalsari No. 198,AKTIF,AKTIF,C000342,OSS_CEISA
1509377100409.0,01.380.698.4-775.965,UD NOVITASARI TBK,Gang Yos Sudarso No. 934,AKTIF,AKTIF,C000343,OSS_CEISA
5535669055107.0,62.091.843.5-797.863,PERUM AGUSTINA ZULKARNAIN,Gang Stasiun Wonokromo No. 3,AKTIF,AKTIF,C000344,OSS_CEISA
5050573976915.0,67.164.932.8-980.271,PERUM PUDJIASTUTI TBK,Gg. Sadang Serang No. 99,AKTIF,AKTIF,C000345,OSS_CEISA
8727178333211.0,60.256.434.7-128.715,PT YULIARTI MANSUR TBK,Gang Rawamangun No. 08,AKTIF,AKTIF,C000346,OSS_CEISA
9915668633414.0,11.159.319.5-256.904,PERUM SITOMPUL THAMRIN,Gg. Astana Anyar No. 68,AKTIF,AKTIF,C000347,OSS_CEISA
9836655289931.0,60.875.243.7-729.420,UD SIHOTANG,Gang Dipatiukur No. 35,AKTIF,AKTIF,C000348,OSS_CEISA
4814973746052.0,33.027.642.0-865.675,UD FIRGANTORO,Gg. S. Parman No. 782,AKTIF,AKTIF,C000349,OSS_CEISA
,47.292.774.2-333.059,PT MARYATI WASTUTI,Jl. Erlangga No. 81,AKTIF,AKTIF,C000350,OSS_CEISA
,96.263.013.6-749.261,PT JAILANI NURDIYANTI TBK,Jalan Raya Ujungberung No. 344,AKTIF,AKTIF,C000351,OSS_CEISA
6475011117830.0,99.974.192.6-764.921,PT BUDIMAN PERSERO TBK,Gang Pasteur No. 493,AKTIF,AKTIF,C000352,OSS_CEISA
1826068887189.0,81.312.920.8-751.029,PT MUSTOFA DABUKKE TBK,Gg. Cikapayang No. 662,AKTIF,AKTIF,C000353,OSS_CEISA
2184011845826.0,03.408.487.2-975.859,PD PURNAWATI,Gg. Dipenogoro No. 47,AKTIF,AKTIF,C000354,OSS_CEISA
3103032432983.0,95.429.618.4-462.671,PD NAJMUDIN TBK,Gang Astana Anyar No. 715,AKTIF,AKTIF,C000355,OSS_CEISA
6283143598926.0,25.660.931.4-181.861,PERUM JAILANI WASKITA,Jalan Rajawali Barat No. 7,AKTIF,AKTIF,C000356,OSS_CEISA
,12.849.718.5-948.491,PD WINARNO HARYANTO,Gg. Bangka Raya No. 5,AKTIF,AKTIF,C000357,OSS_CEISA
