NIB_MATCH,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN,NAMA_PERUSAHAAN_CLEAN,NPWP_CLEAN_CEISA,ID_PERUSAHAAN,NPWP_MATCH,NIB_CEISA
395512405682.0,PT MULYANI PERSERO TBK,,MULYANI PERSERO TBK,,C000216,99.629.145.0-461.735,395512405682
4384215031780.0,PD HARDIANSYAH,,PD HARDIANSYAH,,C000217,78.235.784.5-218.230,4384215031780
6810409157018.0,CV KUSMAWATI RAHMAWATI TBK,,CV KUSMAWATI RAHMAWATI TBK,,C000218,40.943.533.4-485.714,6810409157018
2410988138585.0,UD YULIANTI WASITA,,UD YULIANTI WASITA,,C000219,42.493.214.9-587.020,2410988138585
160166299795.0,PD TAMPUBOLON HARYANTI TBK,,PD TAMPUBOLON HARYANTI TBK,,C000220,45.381.792.1-717.477,160166299795
3294562557701.0,UD KURNIAWAN TBK,,UD KURNIAWAN TBK,,C000221,71.577.245.9-928.161,3294562557701
8148769639382.0,UD ZULAIKA MANDALA PERSERO TBK,,UD ZULAIKA MANDALA PERSERO TBK,,C000222,76.153.966.9-583.219,8148769639382
1997581724619.0,CV WAHYUNI PERSERO TBK,,CV WAHYUNI PERSERO TBK,,C000223,19.657.013.2-902.278,1997581724619
6997335494651.0,PD SITOMPUL TBK,,PD SITOMPUL TBK,,C000224,90.986.240.5-800.851,6997335494651
369656666832.0,PD HABIBI PERSERO TBK,,PD HABIBI PERSERO TBK,,C000225,72.386.562.4-220.102,369656666832
6212679692786.0,UD USADA HAKIM,,UD USADA HAKIM,,C000226,87.653.269.0-973.846,6212679692786
97519712847.0,PD WINARNO ARDIANTO PERSERO TBK,,PD WINARNO ARDIANTO PERSERO TBK,,C000227,81.891.371.8-949.058,97519712847
7787956544209.0,PT WINARNO MARDHIYAH,,PT WINARNO MARDHIYAH,,C000228,49.407.929.0-490.471,7787956544209
8144294440192.0,CV WASKITA BUDIYANTO,,CV WASKITA BUDIYANTO,,C000229,92.752.437.2-805.129,8144294440192
7663723950410.0,PERUM HARDIANSYAH,,PERUM HARDIANSYAH,,C000230,27.674.783.6-674.286,7663723950410
4765801856945.0,UD ANDRIANI,,UD ANDRIANI,,C000231,44.149.673.9-385.258,4765801856945
106181753443.0,UD NURDIYANTI PANGESTU,,UD NURDIYANTI PANGESTU,,C000232,00.910.939.1-119.269,106181753443
1244717465421.0,PERUM WINARSIH,,PERUM WINARSIH,,C000233,40.665.044.2-717.396,1244717465421
7128639174101.0,PT SIREGAR TARIHORAN,,SIREGAR TARIHORAN,,C000234,19.470.720.0-642.569,7128639174101
8776618306719.0,UD NAJMUDIN PERSERO TBK,,UD NAJMUDIN PERSERO TBK,,C000235,85.546.015.8-517.432,8776618306719
6346157173203.0,PERUM LAKSMIWATI PURNAWATI TBK,,PERUM LAKSMIWATI PURNAWATI TBK,,C000236,09.376.184.7-870.050,6346157173203
613878293102.0,PT WASTUTI PERSERO TBK,,PT WASTUTI PERSERO TBK,,C000237,70.790.320.2-041.792,613878293102
1179931365651.0,PT YUNIAR,,YUNIAR,,C000238,98.253.092.5-114.262,1179931365651
8273902196207.0,PD PRAKASA HUTAPEA TBK,,PD PRAKASA HUTAPEA TBK,,C000239,10.021.946.7-232.487,8273902196207
3290927914560.0,PT SUARTINI,,PT SUARTINI,,C000240,83.318.195.8-837.340,3290927914560
1277220054364.0,PD LATUPONO PERSERO TBK,,PD LATUPONO PERSERO TBK,,C000241,59.701.082.2-078.113,1277220054364
9956353153136.0,PT RAJASA SURYATMI PERSERO TBK,,PT RAJASA SURYATMI PERSERO TBK,,C000242,36.317.970.6-239.726,9956353153136
2735435209042.0,PERUM MAYASARI MANSUR TBK,,PERUM MAYASARI MANSUR TBK,,C000243,17.762.534.9-292.983,2735435209042
6873977406335.0,PERUM WINARNO TBK,,PERUM WINARNO TBK,,C000244,69.392.906.0-078.068,6873977406335
7177318063254.0,PERUM USAMAH PERSERO TBK,,PERUM USAMAH PERSERO TBK,,C000245,31.074.279.9-077.262,7177318063254
7016580464989.0,PERUM PERTIWI WIDIASTUTI TBK,,PERUM PERTIWI WIDIASTUTI TBK,,C000246,31.950.850.1-657.905,7016580464989
2818325381793.0,CV HALIM TBK,,CV HALIM TBK,,C000247,35.548.640.1-557.788,2818325381793
7884795137116.0,PD SIHOTANG PUSPASARI PERSERO TBK,,PD SIHOTANG PUSPASARI PERSERO TBK,,C000248,24.112.412.7-238.046,7884795137116
7567043103856.0,CV MULYANI LAZUARDI,,CV MULYANI LAZUARDI,,C000249,95.579.887.7-492.424,7567043103856
7540254729284.0,CV GUNARTO MANGUNSONG TBK,,GUNARTO MANGUNSONG TBK,,C000250,22.223.105.9-274.523,7540254729284
5525782841067.0,PERUM MANULLANG,,PERUM MANULLANG,,C000251,27.520.885.4-749.297,5525782841067
1702814069375.0,PT WINARSIH,,PT WINARSIH,,C000252,15.093.983.4-301.871,1702814069375
6375998056265.0,PERUM SURYONO PERSERO TBK,,PERUM SURYONO PERSERO TBK,,C000253,65.045.547.8-137.674,6375998056265
6629912347851.0,CV WINARSIH,,CV WINARSIH,,C000254,96.106.462.8-792.326,6629912347851
8704947873002.0,PT HABIBI,,PT HABIBI,,C000255,44.714.627.3-014.719,8704947873002
9796471589042.0,PERUM ARDIANTO,,PERUM ARDIANTO,,C000256,90.257.252.0-456.504,9796471589042
8183219285544.0,PD WIJAYANTI DABUKKE TBK,,PD WIJAYANTI DABUKKE TBK,,C000257,51.895.202.8-457.652,8183219285544
3283389888167.0,PT GUNARTO ARDIANTO,,PT GUNARTO ARDIANTO,,C000258,11.207.545.2-798.524,3283389888167
1322342321611.0,PERUM RAMADAN NABABAN,,PERUM RAMADAN NABABAN,,C000259,07.603.108.9-071.401,1322342321611
119393250124.0,UD TAMBA MAHENDRA PERSERO TBK,,UD TAMBA MAHENDRA PERSERO TBK,,C000260,95.528.938.9-119.083,119393250124
4280138759271.0,UD ARYANI PERSERO TBK,,UD ARYANI PERSERO TBK,,C000261,25.663.836.1-517.182,4280138759271
5480157164794.0,UD SAMOSIR LAKSITA PERSERO TBK,,UD SAMOSIR LAKSITA PERSERO TBK,,C000262,73.864.631.7-520.716,5480157164794
8112669121535.0,PERUM PRABOWO FIRGANTORO TBK,,PERUM PRABOWO FIRGANTORO TBK,,C000263,39.613.674.9-946.579,8112669121535
7842711477320.0,CV SUSANTI,,CV SUSANTI,,C000264,10.170.269.5-249.911,7842711477320
7734778485880.0,UD UWAIS,,UD UWAIS,,C000265,06.167.567.7-002.842,7734778485880
6246719788977.0,UD PRASTUTI PERSERO TBK,,UD PRASTUTI PERSERO TBK,,C000266,82.806.479.6-954.500,6246719788977
2559056165565.0,PD LAKSMIWATI PERSERO TBK,,PD LAKSMIWATI PERSERO TBK,,C000267,03.334.911.4-152.085,2559056165565
7698640790569.0,PD SITOMPUL LATUPONO,,PD SITOMPUL LATUPONO,,C000268,65.917.135.7-852.945,7698640790569
3718344049639.0,CV USAMAH MULYANI,,USAMAH MULYANI,,C000269,19.195.419.8-763.514,3718344049639
4685366498782.0,PD SUDIATI HALIMAH,,PD SUDIATI HALIMAH,,C000270,08.297.374.8-969.083,4685366498782
,PERUM RAHAYU HIDAYAT PERSERO TBK,,PERUM RAHAYU HIDAYAT PERSERO TBK,,C000271,24.936.312.3-034.778,7232466513644
6032420448207.0,PERUM MARDHIYAH,,PERUM MARDHIYAH,,C000272,00.159.416.5-162.319,6032420448207
1898471391559.0,CV LAKSMIWATI WIBOWO TBK,,CV LAKSMIWATI WIBOWO TBK,,C000273,63.632.123.4-764.907,1898471391559
5158673425754.0,PT PERMATA,,PERMATA,,C000274,09.003.486.4-518.376,5158673425754
6441343275604.0,PERUM UTAMA SURYATMI TBK,,PERUM UTAMA SURYATMI TBK,,C000275,17.765.612.4-815.698,6441343275604
7002720634591.0,PERUM SITUMORANG TBK,,PERUM SITUMORANG TBK,,C000276,12.382.965.7-724.295,7002720634591
3165266930089.0,CV WIBISONO,,CV WIBISONO,,C000277,31.734.206.9-694.215,3165266930089
9108677133344.0,PD WACANA,,PD WACANA,,C000278,76.263.934.3-626.204,9108677133344
3973597107256.0,PERUM NARPATI WULANDARI,,PERUM NARPATI WULANDARI,,C000279,36.694.118.0-053.759,3973597107256
489646528092.0,PT ISWAHYUDI,,PT ISWAHYUDI,,C000280,42.875.721.5-862.415,489646528092
489646528092.0,PT ISWAHYUDI,,PT ISWAHYUDI,,C000280,42.875.721.5-862.415,489646528092
2745644948562.0,PERUM HIDAYANTO,,PERUM HIDAYANTO,,C000281,57.287.032.0-320.742,2745644948562
6170758777121.0,PD ZULAIKA TBK,,PD ZULAIKA TBK,,C000282,51.342.284.9-939.089,6170758777121
6137150416591.0,CV SUWARNO PERSERO TBK,,CV SUWARNO PERSERO TBK,,C000283,52.017.774.9-050.975,6137150416591
3045018961642.0,CV PERMADI SAPTONO,,CV PERMADI SAPTONO,,C000284,36.103.266.4-214.764,3045018961642
5158377674996.0,PERUM GUNARTO,,PERUM GUNARTO,,C000285,16.592.661.0-857.327,5158377674996
8147617422438.0,PT NOVITASARI ANGGRAINI,,PT NOVITASARI ANGGRAINI,,C000286,64.908.108.1-866.179,8147617422438
5491801722601.0,CV WIBOWO,,WIBOWO,,C000287,64.597.794.5-232.194,5491801722601
6800610277697.0,CV MANDASARI TBK,,CV MANDASARI TBK,,C000288,49.956.412.2-031.030,6800610277697
7236831472760.0,CV PUSPITA TBK,,CV PUSPITA TBK,,C000289,12.277.707.9-334.960,7236831472760
166799840767.0,UD RAMADAN PURWANTI PERSERO TBK,,UD RAMADAN PURWANTI PERSERO TBK,,C000290,89.973.080.6-958.146,166799840767
1795760243757.0,UD DAMANIK TBK,,UD DAMANIK TBK,,C000291,38.395.972.4-665.729,1795760243757
4172232971674.0,PT WIBOWO SUSANTI TBK,,PT WIBOWO SUSANTI TBK,,C000292,33.800.545.2-280.156,4172232971674
9318374550842.0,UD YOLANDA TBK,,UD YOLANDA TBK,,C000293,89.107.711.9-918.081,9318374550842
1352478712552.0,UD HUTAPEA PRANOWO,,UD HUTAPEA PRANOWO,,C000294,13.760.375.4-821.456,1352478712552
3286326667850.0,PT YOLANDA WIBISONO,,PT YOLANDA WIBISONO,,C000295,72.081.155.6-260.602,3286326667850
8466845504892.0,PERUM SAPUTRA PUDJIASTUTI TBK,,PERUM SAPUTRA PUDJIASTUTI TBK,,C000296,67.389.975.6-341.085,8466845504892
2884318848520.0,PT HANDAYANI SAMOSIR,,PT HANDAYANI SAMOSIR,,C000297,08.943.468.1-054.851,2884318848520
1749075399893.0,PD SALAHUDIN ANGGRIAWAN TBK,,PD SALAHUDIN ANGGRIAWAN TBK,,C000298,54.492.683.1-589.357,1749075399893
2661106273715.0,UD HUTAPEA ANGGRAINI,,UD HUTAPEA ANGGRAINI,,C000299,86.988.649.7-677.622,2661106273715
2772881377028.0,PT UYAINAH TBK,,PT UYAINAH TBK,,C000300,51.961.159.4-082.154,2772881377028
4470229604432.0,CV FARIDA PERSERO TBK,,CV FARIDA PERSERO TBK,,C000301,70.185.106.7-949.756,4470229604432
9228777251996.0,PT MAULANA PERSERO TBK,,PT MAULANA PERSERO TBK,,C000302,63.658.074.1-209.481,9228777251996
3989098378018.0,CV FIRMANSYAH NAPITUPULU TBK,,CV FIRMANSYAH NAPITUPULU TBK,,C000303,20.433.971.8-956.907,3989098378018
5626085641118.0,PD UYAINAH TBK,,PD UYAINAH TBK,,C000304,24.224.124.6-209.520,5626085641118
4615265461033.0,CV ANGGRIAWAN GUNARTO TBK,,CV ANGGRIAWAN GUNARTO TBK,,C000305,99.378.861.4-057.861,4615265461033
630489138249.0,CV LAKSITA,,CV LAKSITA,,C000306,67.183.258.2-386.870,630489138249
,PD PURWANTI SIHOMBING TBK,,PD PURWANTI SIHOMBING TBK,,C000307,98.402.891.4-161.284,7942007494653
3985547435537.0,PD SIHOMBING SAPTONO,,PD SIHOMBING SAPTONO,,C000308,95.020.970.0-268.768,3985547435537
1807156956201.0,PT WAHYUNI TBK,,PT WAHYUNI TBK,,C000309,75.370.304.5-319.433,1807156956201
5047930361498.0,CV FIRMANSYAH PANGESTU,,CV FIRMANSYAH PANGESTU,,C000310,72.839.992.1-921.249,5047930361498
8430894870605.0,CV YOLANDA,,CV YOLANDA,,C000311,66.418.775.8-030.468,8430894870605
5063519036133.0,UD HUTAGALUNG,,UD HUTAGALUNG,,C000312,25.411.076.0-954.317,5063519036133
5058319971791.0,PT UYAINAH PERMATA TBK,,PT UYAINAH PERMATA TBK,,C000313,10.065.120.7-049.611,5058319971791
8046619639907.0,PERUM SIMBOLON TBK,,PERUM SIMBOLON TBK,,C000314,67.699.150.7-859.311,8046619639907
9193928456797.0,PT FIRMANSYAH SURYONO PERSERO TBK,,FIRMANSYAH SURYONO PERSERO TBK,,C000315,23.200.249.6-854.982,9193928456797
7495450892038.0,PT FIRGANTORO HARYANTI,,FIRGANTORO HARYANTI,,C000316,80.653.331.5-377.959,7495450892038
9465217073033.0,PT SIMBOLON LAKSMIWATI,,PT SIMBOLON LAKSMIWATI,,C000317,79.337.563.6-205.015,9465217073033
8124739500334.0,PD AGUSTINA PERSERO TBK,,PD AGUSTINA PERSERO TBK,,C000318,23.425.832.3-024.102,8124739500334
1534735528961.0,CV HARDIANSYAH WULANDARI,,CV HARDIANSYAH WULANDARI,,C000319,12.233.865.5-963.099,1534735528961
1534735528961.0,CV HARDIANSYAH WULANDARI,,CV HARDIANSYAH WULANDARI,,C000319,12.233.865.5-963.099,1534735528961
8425304289731.0,PERUM WACANA,,PERUM WACANA,,C000320,79.128.685.7-872.558,8425304289731
7749690333736.0,PERUM SUSANTI NOVITASARI,,PERUM SUSANTI NOVITASARI,,C000321,34.669.254.8-121.478,7749690333736
3907895677665.0,UD SITUMORANG RIYANTI,,UD SITUMORANG RIYANTI,,C000322,75.460.273.4-151.488,3907895677665
4311150835354.0,PT KUSUMO HABIBI,,PT KUSUMO HABIBI,,C000323,44.392.840.4-456.690,4311150835354
8263337389877.0,CV PALASTRI NURDIYANTI,,PALASTRI NURDIYANTI,,C000324,51.536.637.7-805.292,8263337389877
755366684590.0,PT HASTUTI PERSERO TBK,,HASTUTI PERSERO TBK,,C000325,90.225.999.9-663.618,755366684590
3715974121820.0,UD LAKSITA,,UD LAKSITA,,C000326,97.023.164.3-348.170,3715974121820
8025662128671.0,CV BUDIYANTO SITUMORANG TBK,,CV BUDIYANTO SITUMORANG TBK,,C000327,63.234.672.9-949.387,8025662128671
3027169385977.0,PD WAHYUNI PERSERO TBK,,PD WAHYUNI PERSERO TBK,,C000328,79.014.754.6-926.329,3027169385977
7629160324841.0,CV PRASTUTI NAMAGA,,CV PRASTUTI NAMAGA,,C000329,37.681.511.8-567.243,7629160324841
701765636004.0,UD MAULANA DABUKKE,,UD MAULANA DABUKKE,,C000330,12.577.711.8-372.742,701765636004
912418621042.0,PERUM PURNAWATI PERSERO TBK,,PERUM PURNAWATI PERSERO TBK,,C000331,75.230.837.0-816.470,912418621042
633533106005.0,CV NABABAN PRASETYO,,CV NABABAN PRASETYO,,C000332,31.312.206.8-155.839,633533106005
8661331552065.0,PD PRAYOGA TBK,,PD PRAYOGA TBK,,C000333,06.373.149.5-013.649,8661331552065
1892419562525.0,PERUM NASYIAH WIDODO,,PERUM NASYIAH WIDODO,,C000334,71.509.976.8-389.030,1892419562525
4363910257432.0,PERUM MEGANTARA,,PERUM MEGANTARA,,C000335,63.039.752.4-508.640,4363910257432
5533803396852.0,PD RAHAYU PANGESTU,,PD RAHAYU PANGESTU,,C000336,70.171.302.3-212.983,5533803396852
8167423362934.0,PERUM SURYATMI MANULLANG TBK,,PERUM SURYATMI MANULLANG TBK,,C000337,49.734.715.6-627.768,8167423362934
2706614982824.0,PD SUWARNO PERSERO TBK,,PD SUWARNO PERSERO TBK,,C000338,67.474.689.7-152.732,2706614982824
85766656749.0,CV PRATAMA RAHMAWATI TBK,,CV PRATAMA RAHMAWATI TBK,,C000339,16.016.923.6-458.750,85766656749
6337050249724.0,PT NASHIRUDDIN MAULANA,,PT NASHIRUDDIN MAULANA,,C000340,39.920.116.6-918.362,6337050249724
4488694611952.0,UD SURYATMI WIJAYANTI,,UD SURYATMI WIJAYANTI,,C000341,43.640.270.1-168.646,4488694611952
2522372817932.0,CV MAHESWARA SAEFULLAH TBK,,CV MAHESWARA SAEFULLAH TBK,,C000342,30.234.679.1-214.161,2522372817932
1509377100409.0,UD NOVITASARI TBK,,UD NOVITASARI TBK,,C000343,01.380.698.4-775.965,1509377100409
5535669055107.0,PERUM AGUSTINA ZULKARNAIN,,PERUM AGUSTINA ZULKARNAIN,,C000344,62.091.843.5-797.863,5535669055107
5050573976915.0,PERUM PUDJIASTUTI TBK,,PERUM PUDJIASTUTI TBK,,C000345,67.164.932.8-980.271,5050573976915
8727178333211.0,PT YULIARTI MANSUR TBK,,PT YULIARTI MANSUR TBK,,C000346,60.256.434.7-128.715,8727178333211
9915668633414.0,PERUM SITOMPUL THAMRIN,,PERUM SITOMPUL THAMRIN,,C000347,11.159.319.5-256.904,9915668633414
9836655289931.0,UD SIHOTANG,,UD SIHOTANG,,C000348,60.875.243.7-729.420,9836655289931
4814973746052.0,UD FIRGANTORO,,UD FIRGANTORO,,C000349,33.027.642.0-865.675,4814973746052
,PT MARYATI WASTUTI,,PT MARYATI WASTUTI,,C000350,47.292.774.2-333.059,6184438612590
,PT JAILANI NURDIYANTI TBK,,PT JAILANI NURDIYANTI TBK,,C000351,96.263.013.6-749.261,2662015720185
6475011117830.0,PT BUDIMAN PERSERO TBK,,BUDIMAN PERSERO TBK,,C000352,99.974.192.6-764.921,6475011117830
1826068887189.0,PT MUSTOFA DABUKKE TBK,,PT MUSTOFA DABUKKE TBK,,C000353,81.312.920.8-751.029,1826068887189
2184011845826.0,PD PURNAWATI,,PD PURNAWATI,,C000354,03.408.487.2-975.859,2184011845826
3103032432983.0,PD NAJMUDIN TBK,,PD NAJMUDIN TBK,,C000355,95.429.618.4-462.671,3103032432983
6283143598926.0,PERUM JAILANI WASKITA,,PERUM JAILANI WASKITA,,C000356,25.660.931.4-181.861,6283143598926
,PD WINARNO HARYANTO,,PD WINARNO HARYANTO,,C000357,12.849.718.5-948.491,1554234016361
2562588967924.0,UD PUSPITA KUSWOYO TBK,,UD PUSPITA KUSWOYO TBK,,C000358,08.222.694.0-539.672,2562588967924
5784468341465.0,PERUM USADA ADRIANSYAH,,PERUM USADA ADRIANSYAH,,C000359,11.131.290.1-487.068,5784468341465
7788160930685.0,PD SITUMORANG PERSERO TBK,,PD SITUMORANG PERSERO TBK,,C000360,38.909.728.3-215.285,7788160930685
6762515381447.0,PD RAHAYU WIJAYA,,PD RAHAYU WIJAYA,,C000361,44.309.634.8-079.705,6762515381447
9754510526501.0,PD MANGUNSONG TBK,,PD MANGUNSONG TBK,,C000362,67.318.826.1-702.437,9754510526501
5456284177225.0,PD SUARTINI ANGGRAINI PERSERO TBK,,PD SUARTINI ANGGRAINI PERSERO TBK,,C000363,60.531.340.2-665.023,5456284177225
4167872568621.0,PD PALASTRI TBK,,PD PALASTRI TBK,,C000364,10.225.803.0-569.067,4167872568621
4716392823414.0,CV HALIMAH,,CV HALIMAH,,C000365,36.371.892.3-923.126,4716392823414
4326093106684.0,UD SIHOMBING SIREGAR PERSERO TBK,,UD SIHOMBING SIREGAR PERSERO TBK,,C000366,33.567.086.0-414.545,4326093106684
3502000534749.0,PD HUTASOIT PERSERO TBK,,PD HUTASOIT PERSERO TBK,,C000367,16.247.554.1-108.255,3502000534749
9895343961129.0,PD UWAIS NATSIR,,PD UWAIS NATSIR,,C000368,10.933.711.8-954.738,9895343961129
236848557161.0,PD PRAKASA WIJAYANTI TBK,,PD PRAKASA WIJAYANTI TBK,,C000369,76.880.294.2-409.036,236848557161
8812786866943.0,PD NASYIDAH PERSERO TBK,,PD NASYIDAH PERSERO TBK,,C000370,20.293.908.7-884.434,8812786866943
8123083402424.0,PERUM UYAINAH,,PERUM UYAINAH,,C000371,03.381.059.5-518.426,8123083402424
5005342408916.0,PERUM SIRAIT WASTUTI,,PERUM SIRAIT WASTUTI,,C000372,49.837.354.3-962.736,5005342408916
2717272239724.0,UD NABABAN PERSERO TBK,,UD NABABAN PERSERO TBK,,C000373,04.226.931.2-163.761,2717272239724
2091660100231.0,PT NASHIRUDDIN RAMADAN,,PT NASHIRUDDIN RAMADAN,,C000374,42.900.185.1-327.972,2091660100231
5723084810018.0,PD SITORUS HALIM TBK,,PD SITORUS HALIM TBK,,C000375,41.862.030.3-662.543,5723084810018
1721314519515.0,CV SUSANTI YUNIAR PERSERO TBK,,SUSANTI YUNIAR PERSERO TBK,,C000376,10.922.685.9-262.494,1721314519515
1475410225267.0,UD MARYADI SITOMPUL TBK,,UD MARYADI SITOMPUL TBK,,C000377,71.196.421.5-226.557,1475410225267
7695236687887.0,UD ZULAIKA TBK,,UD ZULAIKA TBK,,C000378,88.361.968.9-313.503,7695236687887
5872105524728.0,PD WIJAYANTI,,PD WIJAYANTI,,C000379,63.330.212.6-065.019,5872105524728
7920252131096.0,PT RAHAYU PERMADI,,RAHAYU PERMADI,,C000380,22.728.476.5-704.120,7920252131096
9282066784984.0,UD GUNARTO,,UD GUNARTO,,C000381,36.241.862.3-690.362,9282066784984
7756620563411.0,CV LESTARI,,CV LESTARI,,C000382,15.950.342.8-113.904,7756620563411
8303419909700.0,PERUM HARYANTO KURNIAWAN,,PERUM HARYANTO KURNIAWAN,,C000383,51.405.468.3-565.215,8303419909700
8182096790422.0,PT RAHAYU NATSIR,,PT RAHAYU NATSIR,,C000384,71.133.228.8-985.725,8182096790422
5960633991297.0,PERUM WALUYO,,PERUM WALUYO,,C000385,10.248.171.7-524.214,5960633991297
5112747472197.0,PERUM HARTATI TBK,,PERUM HARTATI TBK,,C000386,05.466.927.5-895.516,5112747472197
7409038021462.0,PT NURAINI KUSWOYO,,PT NURAINI KUSWOYO,,C000387,96.136.715.7-787.112,7409038021462
6636515597371.0,CV MANULLANG WINARSIH PERSERO TBK,,CV MANULLANG WINARSIH PERSERO TBK,,C000388,47.082.723.5-909.605,6636515597371
7303064421214.0,PT LAKSITA MULYANI,,LAKSITA MULYANI,,C000389,61.476.834.2-016.542,7303064421214
5677826596089.0,CV JANUAR PERSERO TBK,,CV JANUAR PERSERO TBK,,C000390,31.992.550.2-727.516,5677826596089
8072791033682.0,PD WAHYUDIN MANSUR,,PD WAHYUDIN MANSUR,,C000391,96.353.390.5-504.481,8072791033682
7665586851276.0,CV SIREGAR PRASETYA TBK,,CV SIREGAR PRASETYA TBK,,C000392,52.892.866.4-649.111,7665586851276
961798178904.0,CV PRAYOGA SIMBOLON TBK,,CV PRAYOGA SIMBOLON TBK,,C000393,63.378.613.7-157.660,961798178904
3844446306000.0,PD PERMADI HUTASOIT PERSERO TBK,,PD PERMADI HUTASOIT PERSERO TBK,,C000394,25.895.529.6-386.396,3844446306000
9626265826312.0,PD HARIYAH,,PD HARIYAH,,C000395,81.964.825.3-110.609,9626265826312
981960275233.0,PD SAPUTRA PERSERO TBK,,PD SAPUTRA PERSERO TBK,,C000396,43.836.404.1-209.117,981960275233
1244211753617.0,UD UTAMA,,UD UTAMA,,C000397,06.171.366.5-722.402,1244211753617
1557998028413.0,UD MARDHIYAH TBK,,UD MARDHIYAH TBK,,C000398,90.808.823.5-130.523,1557998028413
2447315847768.0,PT NAINGGOLAN TBK,,PT NAINGGOLAN TBK,,C000399,63.423.461.9-942.376,2447315847768
,PERUM UTAMI DAMANIK,,PERUM UTAMI DAMANIK,,C000400,17.208.496.4-985.601,6945919663955
5625313552510.0,PD PRASTUTI TBK,,PD PRASTUTI TBK,,C000401,50.537.953.8-164.938,5625313552510
1849196655330.0,PT MAULANA TBK,,PT MAULANA TBK,,C000402,77.046.117.2-959.639,1849196655330
4090742608805.0,PERUM MAHENDRA TBK,,PERUM MAHENDRA TBK,,C000403,01.716.445.5-618.579,4090742608805
6477159103002.0,PERUM SIHOMBING MAHESWARA,,PERUM SIHOMBING MAHESWARA,,C000404,15.632.135.8-004.010,6477159103002
1459642297125.0,PERUM WIDIASTUTI PERSERO TBK,,PERUM WIDIASTUTI PERSERO TBK,,C000405,29.671.883.9-774.573,1459642297125
4415833117030.0,PT SIMBOLON PERSERO TBK,,PT SIMBOLON PERSERO TBK,,C000406,37.637.153.9-885.472,4415833117030
1235679836314.0,UD WIDODO,,UD WIDODO,,C000407,62.491.271.1-307.240,1235679836314
8754181563268.0,PD AGUSTINA HANDAYANI,,PD AGUSTINA HANDAYANI,,C000408,68.507.451.0-663.436,8754181563268
9489786103131.0,PERUM WALUYO,,PERUM WALUYO,,C000409,00.943.181.4-396.661,9489786103131
,PERUM LESTARI PERSERO TBK,,PERUM LESTARI PERSERO TBK,,C000410,97.432.512.2-572.076,4732354940128
241209579073.0,PT YOLANDA WIDIASTUTI TBK,,PT YOLANDA WIDIASTUTI TBK,,C000411,71.009.438.8-221.145,241209579073
241209579073.0,PT YOLANDA WIDIASTUTI TBK,,PT YOLANDA WIDIASTUTI TBK,,C000411,71.009.438.8-221.145,241209579073
7584745705458.0,UD UTAMI KUSMAWATI PERSERO TBK,,UD UTAMI KUSMAWATI PERSERO TBK,,C000412,97.148.026.3-257.039,7584745705458
5313614878245.0,UD TARIHORAN,,UD TARIHORAN,,C000413,56.964.430.9-859.167,5313614878245
4107272849824.0,UD SIHOMBING TBK,,UD SIHOMBING TBK,,C000414,74.140.703.4-910.740,4107272849824
5004254882142.0,CV MARDHIYAH PRASETYA,,CV MARDHIYAH PRASETYA,,C000415,36.914.307.5-366.614,5004254882142
9429659234268.0,CV SIHOMBING PERSERO TBK,,CV SIHOMBING PERSERO TBK,,C000416,34.414.978.2-661.287,9429659234268
8575676670806.0,PT BUDIYANTO,,BUDIYANTO,,C000417,12.943.985.2-989.406,8575676670806
6078701041591.0,PT KUSWOYO PERSERO TBK,,KUSWOYO PERSERO TBK,,C000418,49.750.198.0-382.872,6078701041591
,PERUM PURNAWATI HIDAYAT,,PERUM PURNAWATI HIDAYAT,,C000419,81.331.708.7-601.467,2440793110291
3849791620223.0,PD WULANDARI KURNIAWAN,,PD WULANDARI KURNIAWAN,,C000420,28.837.744.1-975.466,3849791620223
7662047196094.0,PD TARIHORAN SUWARNO,,PD TARIHORAN SUWARNO,,C000421,09.705.277.4-025.883,7662047196094
8681225957244.0,CV HIDAYAT KUSMAWATI TBK,,CV HIDAYAT KUSMAWATI TBK,,C000422,61.767.929.8-842.599,8681225957244
9961002311775.0,CV HARYANTO,,CV HARYANTO,,C000423,33.126.610.9-410.175,9961002311775
2517629833477.0,PD TAMBA TBK,,PD TAMBA TBK,,C000424,43.326.831.9-013.020,2517629833477
6981528733978.0,PT HIDAYAT,,PT HIDAYAT,,C000425,55.982.176.6-191.284,6981528733978
1730985034465.0,PD PANGESTU SIHOMBING TBK,,PD PANGESTU SIHOMBING TBK,,C000426,12.418.938.9-846.908,1730985034465
9740056435023.0,PD HARYANTI FIRGANTORO PERSERO TBK,,PD HARYANTI FIRGANTORO PERSERO TBK,,C000427,85.037.199.0-516.991,9740056435023
2401078356743.0,PD PURWANTI MANULLANG PERSERO TBK,,PD PURWANTI MANULLANG PERSERO TBK,,C000428,00.038.960.8-706.626,2401078356743
8217195535603.0,UD TAMPUBOLON PADMASARI,,UD TAMPUBOLON PADMASARI,,C000429,31.903.689.0-030.102,8217195535603
2405593429671.0,PERUM HUTASOIT PERSERO TBK,,PERUM HUTASOIT PERSERO TBK,,C000430,11.483.753.7-458.438,2405593429671
,PD RAHMAWATI,,PD RAHMAWATI,,C000431,83.483.152.0-377.107,5881056974132
